Time,Amount,Age,Location,TransactionType,Class,JobArea,ItemCategory
96490.19977124929,44.52,38,NY,In-Store,0,Finance,Groceries
41.64560959125012,23.99,66,IL,Online,0,Engineering,Furniture
130071.24941632865,158.85,55,GA,In-Store,0,Hospitality,Gas
92508.09432105428,207.96,47,NC,Online,0,Engineering,Groceries
200193.89440524805,10.22,20,PA,Online,0,Retail,Furniture
57427.963040833136,63.01,70,MI,In-Store,0,Healthcare,Restaurants
15530.719980008564,39.05,19,MI,In-Store,0,Hospitality,Clothing
28777.85513232825,6.02,45,PA,Online,0,Logistics,Restaurants
68582.48712578604,50.53,40,NY,Online,0,Education,Gas
104283.60699629584,39.01,24,OH,In-Store,0,Tech Support,Electronics
40697.33522014445,14.65,77,MI,Online,0,Retail,Groceries
130471.24528735688,37.96,39,MI,Online,0,Engineering,Groceries
29826.85470951304,27.83,71,NY,In-Store,0,Logistics,Gas
54072.49789938055,73.14,20,CA,Online,0,Engineering,Furniture
105946.48611116494,1.49,47,CA,Online,0,Education,Restaurants
45489.14147831233,26.21,59,GA,In-Store,0,Education,Furniture
94047.66783623534,154.21,49,OH,Online,0,Logistics,Clothing
25164.630150697165,51.88,20,TX,In-Store,0,Hospitality,Groceries
172274.73748807597,9.19,48,CA,In-Store,0,Education,Electronics
48189.06885789474,15.3,23,PA,Online,0,Finance,Gas
74794.73835867937,53.04,55,PA,In-Store,0,Retail,Electronics
52596.8077695495,62.26,66,NC,Online,1,Healthcare,Restaurants
168162.45508791332,14.64,60,OH,In-Store,0,Retail,Clothing
188794.79112146923,42.55,25,PA,In-Store,0,Retail,Restaurants
85924.5418182042,129.26,73,IL,Online,0,Education,Furniture
94087.7161276348,40.78,48,NY,In-Store,0,Hospitality,Groceries
70888.79364970751,40.72,18,NY,In-Store,0,Logistics,Clothing
49663.500104571795,45.67,20,NC,In-Store,0,Hospitality,Electronics
107315.94928870829,30.42,19,PA,Online,0,Hospitality,Pharmacy
3231.0990299790296,33.57,18,FL,Online,0,Logistics,Gas
14751.901991694462,63.56,26,PA,Online,1,Hospitality,Toys
154115.50662329496,98.18,61,GA,In-Store,0,Finance,Furniture
98495.58385800068,4.7,21,IL,Online,0,Engineering,Pharmacy
31722.559606969226,37.1,61,GA,Online,0,Retail,Furniture
4707.212982603164,37.54,73,TX,Online,0,Hospitality,Groceries
154928.10098344495,31.87,68,FL,Online,0,Finance,Restaurants
220458.32964625084,48.37,62,MI,Online,0,Healthcare,Electronics
87283.9680325643,21.15,51,CA,In-Store,0,Tech Support,Pharmacy
122843.36559578982,41.51,38,PA,In-Store,0,Engineering,Groceries
134876.06420224928,29.86,51,MI,In-Store,0,Education,Toys
104535.3622719233,11.01,43,FL,Online,0,Engineering,Pharmacy
231799.7786494085,12.27,58,CA,Online,1,Retail,Electronics
21983.164448309795,48.77,23,OH,In-Store,1,Logistics,Groceries
72128.62134410901,251.81,38,FL,Online,0,Education,Groceries
206843.6359860847,47.46,46,PA,Online,0,Logistics,Pharmacy
86734.46835893272,0.04,39,GA,Online,0,Engineering,Toys
47384.38696585018,143.04,29,GA,In-Store,0,Engineering,Pharmacy
62594.28431751544,5.27,52,IL,Online,0,Retail,Clothing
125034.7450360287,30.89,79,CA,In-Store,0,Healthcare,Restaurants
5601.851104981646,75.82,50,IL,Online,0,Retail,Restaurants
51057.17072268156,3.31,67,FL,Online,0,Healthcare,Furniture
37348.2683673271,5.19,51,IL,In-Store,0,Finance,Gas
42501.49546484301,0.17,42,GA,Online,0,Finance,Toys
134025.7278398966,15.94,30,OH,In-Store,0,Logistics,Gas
229920.51406967925,46.04,26,FL,Online,0,Retail,Furniture
85480.37037974944,31.86,51,GA,In-Store,1,Engineering,Electronics
193152.7628628365,27.68,18,TX,Online,0,Education,Gas
140821.58509180517,30.62,26,FL,Online,0,Hospitality,Furniture
103232.98405502929,401.31,73,NY,In-Store,0,Finance,Toys
255204.44276801846,31.09,61,MI,Online,0,Engineering,Pharmacy
141344.70176777395,38.17,60,FL,In-Store,0,Logistics,Restaurants
72408.7673206146,48.75,20,GA,In-Store,0,Finance,Clothing
10085.68474467651,33.92,48,TX,In-Store,0,Healthcare,Clothing
195683.59263564894,41.06,39,GA,In-Store,0,Hospitality,Electronics
94509.3097702904,113.8,70,TX,Online,0,Healthcare,Toys
4397.372911713752,8.5,28,IL,Online,0,Engineering,Furniture
109597.20612091936,32.86,56,IL,Online,0,Finance,Furniture
229434.2176234916,45.23,55,NC,Online,0,Logistics,Restaurants
95949.50214665208,24.03,33,OH,Online,0,Retail,Gas
157806.08978905794,4.12,36,NC,In-Store,0,Engineering,Electronics
44514.52767366714,47.46,51,NY,In-Store,0,Engineering,Furniture
104234.18901500117,74.51,44,GA,In-Store,0,Finance,Pharmacy
100786.0133916098,1.78,74,NY,Online,0,Finance,Clothing
35843.99078727256,24.73,30,OH,In-Store,0,Engineering,Furniture
70916.5717038135,0.7,59,FL,Online,0,Healthcare,Pharmacy
141842.70880066865,46.86,29,OH,In-Store,0,Education,Gas
140713.01547430555,4.1,34,FL,In-Store,0,Tech Support,Electronics
111598.10835030448,38.34,19,OH,In-Store,0,Retail,Toys
38274.0852429458,18.11,64,IL,In-Store,0,Retail,Toys
159781.00773581225,9.87,45,FL,In-Store,0,Tech Support,Groceries
40215.45869260735,6.02,52,GA,Online,0,Logistics,Pharmacy
20802.97361475458,44.76,31,GA,In-Store,0,Finance,Furniture
155163.21870707773,29.13,29,PA,Online,0,Retail,Clothing
24399.198179225557,224.42,62,FL,In-Store,0,Finance,Pharmacy
73901.21803041642,71.88,40,MI,In-Store,0,Tech Support,Clothing
62539.77441678307,78.02,41,NC,Online,0,Logistics,Furniture
162424.88522718722,30.13,43,MI,In-Store,0,Healthcare,Restaurants
137766.02649364044,53.75,80,CA,In-Store,0,Engineering,Furniture
152285.64551308422,51.4,34,CA,In-Store,0,Logistics,Groceries
81863.52093493419,3.72,49,TX,Online,0,Logistics,Gas
34763.08013951837,17.98,29,CA,In-Store,0,Retail,Pharmacy
136059.80720655847,35.38,29,IL,In-Store,0,Finance,Electronics
140506.8858592264,35.41,66,PA,Online,0,Retail,Toys
128359.5554738648,3.88,65,TX,Online,0,Logistics,Groceries
12131.840918569942,14.11,71,FL,In-Store,0,Retail,Clothing
26353.35723264318,76.13,52,CA,Online,0,Healthcare,Clothing
114651.1316382411,4.58,69,PA,In-Store,0,Retail,Groceries
47679.44158895849,6.43,33,OH,Online,0,Healthcare,Pharmacy
22933.28229864083,19.13,75,NY,Online,0,Engineering,Toys
136539.62156911017,32.56,61,TX,Online,0,Education,Clothing
72528.88036483394,26.68,30,FL,Online,0,Education,Electronics
24012.27162701272,40.08,50,NC,Online,0,Logistics,Pharmacy
34650.67277381819,1.26,78,PA,In-Store,0,Hospitality,Restaurants
214987.89697760527,43.31,45,IL,In-Store,0,Retail,Electronics
178345.60121984922,9.27,66,NY,Online,0,Education,Pharmacy
215871.364568264,28.06,26,CA,Online,0,Education,Clothing
105332.71691172618,76.61,43,PA,In-Store,0,Engineering,Restaurants
168440.23912300935,64.16,49,OH,In-Store,0,Finance,Pharmacy
10931.789690612604,37.91,59,IL,In-Store,0,Tech Support,Toys
100865.70795997969,29.65,58,MI,In-Store,0,Healthcare,Electronics
131870.82067121138,81.61,44,MI,In-Store,0,Logistics,Electronics
44058.43269394766,38.06,33,TX,Online,0,Retail,Clothing
170748.88382448888,45.36,18,OH,Online,0,Healthcare,Clothing
105117.60960134296,179.24,38,FL,Online,0,Hospitality,Gas
32895.065654398604,15.59,46,IL,In-Store,0,Hospitality,Electronics
190365.24878235295,9.67,64,OH,Online,0,Education,Pharmacy
207720.1412520338,24.18,65,CA,Online,0,Engineering,Gas
160315.5945361328,22.48,29,CA,In-Store,0,Hospitality,Restaurants
126402.58898665445,40.25,45,CA,In-Store,0,Retail,Restaurants
5772.0783071923215,24.69,61,OH,Online,0,Retail,Gas
172561.07275160568,77.59,43,NY,In-Store,1,Engineering,Gas
91818.08033497597,85.91,78,NC,In-Store,0,Retail,Pharmacy
39795.3768105627,42.12,19,FL,In-Store,0,Retail,Pharmacy
109919.05366641728,52.31,54,MI,Online,0,Hospitality,Clothing
145842.0719515819,18.08,18,TX,Online,0,Engineering,Restaurants
166862.4149261031,21.92,33,TX,Online,0,Tech Support,Clothing
89109.40510595482,328.97,50,GA,Online,0,Logistics,Groceries
60760.40035500882,12.18,60,OH,In-Store,0,Tech Support,Clothing
133284.6391478717,89.96,19,NC,In-Store,0,Healthcare,Gas
236723.51961555213,17.76,79,NC,In-Store,0,Healthcare,Clothing
145010.3722525956,29.33,65,IL,In-Store,0,Logistics,Pharmacy
248591.80923033232,11.73,73,NY,In-Store,0,Logistics,Restaurants
16040.715645029417,29.19,31,OH,In-Store,0,Retail,Gas
121099.69463070072,3.81,38,FL,In-Store,0,Hospitality,Furniture
71025.71958259857,86.2,30,CA,In-Store,0,Education,Toys
135627.77952941085,146.41,73,NY,Online,0,Hospitality,Pharmacy
83990.74324078327,56.61,67,PA,In-Store,0,Tech Support,Restaurants
25348.91570182337,23.05,22,OH,Online,0,Logistics,Pharmacy
119338.32598041077,69.99,52,MI,In-Store,0,Finance,Electronics
74292.0901730176,16.76,49,MI,In-Store,0,Education,Gas
19543.63497243652,91.58,43,FL,Online,0,Engineering,Furniture
86633.4516999113,134.67,26,CA,Online,0,Tech Support,Pharmacy
118789.08957058188,21.55,36,MI,Online,0,Tech Support,Pharmacy
60278.15360885129,109.5,24,MI,Online,0,Education,Gas
49317.823030479405,86.35,52,GA,In-Store,0,Hospitality,Clothing
171912.89960693577,25.77,38,FL,In-Store,0,Retail,Gas
243643.48828833405,24.9,37,PA,In-Store,0,Logistics,Clothing
76107.09380936476,40.56,34,TX,Online,0,Tech Support,Clothing
124443.20924886648,63.91,66,NY,In-Store,0,Healthcare,Groceries
19891.11856427353,37.77,31,IL,Online,0,Logistics,Pharmacy
66443.5574170236,4.04,22,IL,In-Store,0,Retail,Restaurants
171645.59100465552,33.18,48,TX,In-Store,0,Logistics,Pharmacy
22762.732052948297,49.54,31,OH,Online,0,Education,Toys
216850.100235674,68.64,77,IL,In-Store,0,Healthcare,Toys
40603.40438330064,35.82,38,IL,Online,0,Finance,Groceries
98703.21898879149,31.42,66,GA,Online,0,Engineering,Toys
7184.844261491403,4.19,34,IL,Online,0,Education,Gas
168435.26792840176,17.27,35,GA,In-Store,0,Hospitality,Toys
9814.897433898836,57.35,25,CA,Online,0,Retail,Toys
19566.355379176865,43.51,18,OH,Online,0,Education,Clothing
39929.72485041874,23.46,77,MI,Online,0,Engineering,Pharmacy
259126.08939550183,37.42,38,MI,Online,0,Education,Electronics
24636.752008692798,21.06,19,FL,In-Store,0,Logistics,Furniture
258359.32967900258,17.32,19,OH,Online,0,Hospitality,Furniture
159414.31978935434,67.51,43,PA,In-Store,0,Healthcare,Groceries
88320.43673098569,92.16,38,PA,In-Store,0,Retail,Pharmacy
232858.89951708587,24.46,49,NC,Online,0,Tech Support,Electronics
121815.0301570359,10.95,60,CA,Online,0,Hospitality,Pharmacy
70464.04434538491,9.36,67,CA,Online,0,Engineering,Restaurants
11354.45289321929,46.58,79,PA,Online,0,Education,Furniture
83556.68775320299,27.57,73,IL,In-Store,0,Healthcare,Toys
217293.474863899,37.11,28,PA,In-Store,0,Engineering,Gas
74130.16793040317,52.16,20,NC,In-Store,0,Hospitality,Gas
148063.50333172668,50.81,55,NC,Online,0,Finance,Pharmacy
15965.439788955655,24.77,25,IL,Online,0,Finance,Furniture
76163.80267092583,35.31,35,NY,Online,0,Retail,Gas
40940.46614535381,61.36,55,IL,Online,0,Engineering,Groceries
167151.1113245019,37.35,47,NC,In-Store,0,Education,Furniture
66619.58805608026,20.29,52,GA,In-Store,0,Logistics,Gas
19568.46844336087,117.74,79,MI,Online,0,Education,Restaurants
163776.3318090829,22.67,79,OH,Online,0,Education,Groceries
128184.15892253853,74.11,42,OH,In-Store,0,Healthcare,Restaurants
166885.1327032048,6.43,53,NC,In-Store,0,Finance,Restaurants
169161.19033742635,17.89,30,PA,In-Store,0,Tech Support,Pharmacy
53946.38647914556,40.56,39,FL,In-Store,0,Logistics,Clothing
87690.4243938725,11.71,52,CA,Online,0,Hospitality,Pharmacy
36548.36627588952,63.99,75,GA,In-Store,0,Education,Toys
37293.8735514545,22.24,38,TX,Online,0,Logistics,Gas
88125.4217053723,13.07,40,OH,In-Store,0,Engineering,Pharmacy
79666.60056730192,23.91,23,FL,In-Store,0,Healthcare,Pharmacy
82142.04689525408,105.61,41,MI,In-Store,0,Logistics,Groceries
84147.63851499849,39.53,56,TX,In-Store,0,Hospitality,Gas
152902.96433786955,5.83,54,CA,Online,0,Engineering,Electronics
216655.68215300073,10.97,47,OH,Online,1,Healthcare,Restaurants
139391.7211630339,21.15,42,OH,In-Store,0,Hospitality,Groceries
129803.4092656586,87.98,72,NC,In-Store,0,Hospitality,Clothing
113816.68213359172,105.73,67,NY,In-Store,0,Healthcare,Groceries
34704.04678204708,12.56,71,MI,In-Store,0,Healthcare,Electronics
210602.01373780298,15.18,79,CA,In-Store,0,Healthcare,Toys
240484.57550065508,21.75,78,PA,Online,0,Healthcare,Groceries
123384.8409638728,174.26,29,GA,In-Store,0,Engineering,Gas
206200.21639845366,37.66,53,OH,Online,0,Retail,Clothing
167495.4781549803,33.4,70,OH,Online,0,Education,Electronics
25479.796614845865,15.9,60,CA,Online,0,Tech Support,Furniture
72361.55355540277,19.94,79,NY,Online,0,Retail,Gas
103780.7764393771,125.57,25,NY,Online,0,Logistics,Clothing
254901.70609736943,44.52,52,CA,Online,0,Healthcare,Furniture
111071.93704933154,28.46,63,MI,In-Store,0,Education,Pharmacy
182417.13417296007,27.93,80,FL,Online,0,Hospitality,Toys
229010.933601025,17.85,33,CA,Online,0,Finance,Toys
111306.5408791801,56.98,69,IL,Online,1,Tech Support,Clothing
1270.606099004982,30.61,47,GA,Online,0,Engineering,Electronics
148249.60216619974,23.74,22,MI,Online,0,Retail,Groceries
223001.65489063825,51.56,70,GA,Online,0,Tech Support,Furniture
92110.46085740562,28.96,70,NC,In-Store,0,Retail,Pharmacy
54494.8548363851,23.95,26,NY,Online,0,Tech Support,Restaurants
11621.821933561165,221.43,22,NY,Online,0,Hospitality,Restaurants
5737.497199148143,29.02,39,PA,Online,0,Healthcare,Groceries
26593.90353108409,33.37,19,FL,Online,0,Logistics,Restaurants
89580.90619213127,51.3,37,OH,In-Store,0,Healthcare,Restaurants
35640.36527088717,21.3,21,NC,In-Store,0,Retail,Clothing
25591.81800276762,43.53,61,GA,In-Store,0,Healthcare,Furniture
77338.5383804024,21.4,38,OH,In-Store,0,Finance,Toys
251960.58991232558,25.66,58,MI,Online,0,Healthcare,Restaurants
33686.11047804362,50.39,20,TX,Online,0,Engineering,Electronics
106850.18439905102,19.32,23,GA,In-Store,0,Healthcare,Toys
32121.591401711077,62.24,29,MI,Online,0,Tech Support,Pharmacy
199728.97128189786,19.59,49,NC,In-Store,0,Finance,Restaurants
76087.8866940507,32.03,41,TX,In-Store,0,Finance,Pharmacy
46448.22787721824,37.08,61,OH,Online,0,Education,Groceries
12214.778381572363,28.43,24,IL,In-Store,0,Logistics,Toys
115412.80878704137,72.49,74,CA,Online,0,Retail,Groceries
89025.21667668333,15.05,55,PA,Online,0,Retail,Pharmacy
221925.7603680696,119.59,75,PA,Online,0,Logistics,Electronics
85687.32702161159,16.99,66,NY,In-Store,0,Healthcare,Furniture
71477.45422594018,9.49,46,PA,Online,0,Retail,Electronics
85219.7530104471,29.58,21,GA,Online,0,Tech Support,Toys
18549.51841605791,19.17,22,OH,In-Store,0,Hospitality,Restaurants
118658.06410592956,1.93,70,OH,Online,0,Engineering,Restaurants
132521.2460618199,24.81,69,PA,In-Store,0,Retail,Furniture
60569.94832464876,50.23,46,NY,In-Store,0,Healthcare,Clothing
44123.69391363917,20.09,39,OH,In-Store,0,Retail,Gas
6635.671601992341,28.87,72,PA,Online,0,Finance,Pharmacy
100745.62227834675,150.17,20,GA,In-Store,0,Finance,Electronics
37894.224816834736,6.67,73,GA,In-Store,0,Hospitality,Pharmacy
127020.27636931148,111.95,73,FL,Online,0,Healthcare,Furniture
170104.93499368546,31.95,68,CA,Online,0,Finance,Clothing
170525.54974043384,5.58,48,CA,Online,0,Hospitality,Clothing
30130.51893206252,3.35,21,IL,In-Store,0,Hospitality,Clothing
236387.19825052787,12.98,37,IL,Online,0,Logistics,Restaurants
130943.78963282728,2.94,42,PA,Online,0,Tech Support,Groceries
46698.80120019935,104.72,52,TX,Online,0,Engineering,Electronics
115637.80543569996,74.84,38,GA,In-Store,0,Education,Groceries
117451.67906880208,34.73,24,GA,Online,0,Healthcare,Restaurants
45728.93265270175,0.89,41,IL,In-Store,0,Education,Gas
149256.07393640355,13.8,43,NY,In-Store,0,Education,Electronics
219330.25240622082,60.51,65,MI,In-Store,0,Finance,Toys
153839.2415610162,43.17,57,TX,In-Store,0,Tech Support,Restaurants
14757.643612118303,1.42,36,NC,Online,0,Finance,Pharmacy
51827.79988334585,100.44,44,IL,Online,0,Education,Toys
37075.36688582439,23.22,77,CA,Online,1,Education,Pharmacy
106094.0689330002,9.58,55,PA,Online,0,Hospitality,Furniture
168630.48508899513,32.31,72,MI,In-Store,0,Finance,Furniture
224319.93697724838,18.45,63,OH,Online,0,Finance,Pharmacy
58293.31048169921,36.83,20,MI,Online,0,Tech Support,Restaurants
224482.4189756503,36.83,79,CA,Online,0,Tech Support,Pharmacy
189271.4001495513,90.21,29,OH,In-Store,0,Education,Clothing
10103.454657673446,13.01,70,FL,Online,0,Retail,Gas
90181.63502106824,237.68,38,TX,In-Store,0,Engineering,Clothing
141248.0760144957,4.22,77,FL,In-Store,0,Retail,Pharmacy
148321.4417508881,43.53,75,GA,In-Store,0,Healthcare,Gas
175818.10969772277,24.56,69,GA,Online,0,Engineering,Furniture
75928.9869657946,3.41,37,FL,In-Store,0,Healthcare,Toys
107933.30751419104,74.45,18,TX,Online,0,Retail,Toys
31272.817428199836,13.84,79,CA,In-Store,0,Retail,Toys
158687.68542755247,8.9,49,IL,In-Store,0,Logistics,Toys
83134.28363273466,39.2,55,OH,Online,0,Education,Groceries
72335.33710588742,40.61,37,MI,In-Store,0,Healthcare,Toys
155875.82012070136,25.07,46,CA,Online,1,Retail,Toys
77067.81316681311,21.51,40,NC,Online,0,Engineering,Clothing
137860.24991764742,11.89,61,NC,Online,0,Healthcare,Furniture
8505.374032643605,87.92,66,TX,Online,0,Finance,Groceries
15676.568538825171,82.78,25,OH,Online,0,Retail,Toys
97807.98382061544,8.08,33,GA,Online,1,Healthcare,Electronics
164196.49637354634,71.56,76,FL,In-Store,0,Retail,Clothing
147640.23590267755,28.7,53,MI,Online,0,Retail,Groceries
55847.934488045285,10.67,27,NC,In-Store,0,Logistics,Restaurants
24287.552797540746,106.06,34,CA,In-Store,0,Healthcare,Furniture
24424.38086442919,12.37,51,PA,In-Store,0,Retail,Gas
5991.022090336318,2.72,51,NY,Online,0,Education,Toys
236541.39636314067,38.34,46,GA,Online,0,Engineering,Furniture
114736.43912953892,24.82,62,IL,Online,1,Retail,Restaurants
59724.351999848266,44.26,72,PA,Online,0,Education,Furniture
134798.51930140192,30.95,72,FL,In-Store,0,Education,Clothing
23913.180530448575,22.97,28,IL,In-Store,0,Engineering,Restaurants
13557.165059599018,38.15,32,TX,Online,0,Hospitality,Restaurants
201085.04960449386,31.75,51,NC,In-Store,0,Tech Support,Gas
79554.73115664702,133.2,62,OH,In-Store,0,Hospitality,Electronics
82183.02194684303,16.36,56,PA,Online,0,Finance,Electronics
115995.5985995941,27.15,68,MI,In-Store,0,Finance,Furniture
161082.01896530393,11.59,23,NC,Online,1,Finance,Gas
220499.01180096215,52.01,67,FL,Online,0,Engineering,Restaurants
42578.27134371766,102.03,77,TX,Online,0,Hospitality,Groceries
66274.76374859121,47.01,40,FL,Online,0,Engineering,Groceries
62005.90765654123,22.64,44,CA,In-Store,0,Tech Support,Gas
93417.57981931318,125.1,21,IL,In-Store,0,Retail,Furniture
148795.18709864808,21.18,27,PA,Online,0,Tech Support,Furniture
116936.97684769127,22.03,41,CA,Online,0,Finance,Pharmacy
145151.69297655334,79.2,58,FL,In-Store,0,Finance,Clothing
14590.060324932112,38.1,45,OH,Online,0,Education,Groceries
26698.295726537155,10.66,51,PA,Online,0,Hospitality,Electronics
148776.70675312507,36.23,57,GA,Online,0,Engineering,Electronics
121171.99261988582,26.58,79,MI,Online,0,Healthcare,Clothing
76539.53463571054,20.55,75,IL,Online,0,Tech Support,Gas
215489.06302888092,7.32,70,CA,In-Store,0,Logistics,Gas
112061.63291650932,22.44,77,OH,Online,0,Hospitality,Toys
163983.85926572184,2.07,62,OH,In-Store,0,Healthcare,Clothing
63189.633299564965,54.89,18,NY,Online,0,Hospitality,Clothing
73799.44534199289,12.61,70,FL,Online,0,Logistics,Toys
20845.87852618382,25.86,20,CA,In-Store,0,Hospitality,Pharmacy
88835.69247285769,127.45,64,FL,In-Store,0,Healthcare,Electronics
140086.12095433587,61.19,66,FL,In-Store,0,Retail,Electronics
124322.68241337116,11.68,21,NY,In-Store,0,Engineering,Groceries
127059.2029904912,10.83,20,MI,Online,0,Logistics,Furniture
47359.5706383306,20.96,35,PA,In-Store,0,Healthcare,Gas
119554.08333019391,28.04,19,TX,Online,0,Healthcare,Furniture
113850.21385039832,68.0,66,CA,In-Store,0,Finance,Restaurants
40852.93932359991,25.22,63,MI,In-Store,0,Tech Support,Restaurants
30069.00541718626,16.61,31,GA,Online,0,Education,Clothing
13586.695659030189,2.0,47,MI,Online,0,Healthcare,Restaurants
75352.97898189722,36.84,66,IL,In-Store,0,Tech Support,Furniture
62108.43727636519,74.2,31,FL,In-Store,0,Engineering,Gas
119736.61561004346,64.06,70,PA,Online,0,Education,Furniture
79622.57111605501,11.64,68,NC,Online,0,Engineering,Furniture
91980.03616441131,167.45,73,FL,Online,0,Retail,Electronics
110758.84325546534,0.44,18,FL,In-Store,0,Logistics,Pharmacy
71481.40247517817,18.5,21,FL,In-Store,0,Tech Support,Electronics
84050.79014065159,63.14,45,CA,In-Store,0,Tech Support,Gas
52233.4138457863,45.36,69,GA,In-Store,0,Education,Furniture
71563.57658766712,15.85,75,FL,In-Store,0,Education,Restaurants
219372.11000380007,19.9,36,IL,In-Store,0,Healthcare,Pharmacy
51205.09856828545,70.5,23,MI,In-Store,0,Education,Toys
167715.07187800788,131.66,50,OH,Online,0,Retail,Groceries
60714.30550837134,45.25,49,FL,In-Store,0,Engineering,Electronics
83106.70987696765,76.45,59,NY,Online,0,Logistics,Clothing
123452.49555151066,70.46,74,PA,Online,0,Engineering,Furniture
135334.8240804967,7.7,62,PA,Online,1,Finance,Gas
69457.29257350994,160.57,67,OH,In-Store,0,Education,Restaurants
73016.77776444494,42.62,45,CA,Online,0,Education,Toys
12107.870620621536,23.33,61,FL,In-Store,0,Retail,Gas
20379.803018267547,72.04,44,TX,In-Store,0,Engineering,Furniture
5251.6844305128725,4.52,41,MI,Online,0,Retail,Gas
14481.358691626505,59.25,78,IL,Online,0,Education,Electronics
71319.5346359641,21.12,20,OH,Online,0,Hospitality,Restaurants
53875.1773679078,62.1,68,OH,In-Store,0,Retail,Clothing
43621.10398264679,37.19,53,NC,Online,0,Education,Gas
26229.320662463746,31.3,35,CA,Online,0,Hospitality,Gas
57488.86305089338,36.97,48,NY,In-Store,0,Hospitality,Furniture
38522.26156297346,3.79,66,PA,In-Store,0,Logistics,Gas
118762.50316258847,25.74,64,OH,Online,0,Retail,Electronics
213899.80187211922,27.97,71,GA,Online,0,Tech Support,Pharmacy
205292.42454147717,11.0,64,OH,In-Store,0,Engineering,Electronics
60020.92677752802,3.77,59,IL,Online,0,Tech Support,Pharmacy
31874.52402314785,75.62,18,TX,In-Store,0,Engineering,Restaurants
39966.27666355249,89.99,49,GA,In-Store,0,Healthcare,Clothing
45361.28622552609,5.91,41,CA,Online,0,Tech Support,Furniture
169855.5355218897,10.6,70,FL,In-Store,0,Education,Furniture
69036.84597662234,270.41,41,CA,Online,0,Logistics,Furniture
153121.0506472482,42.62,34,MI,In-Store,0,Education,Groceries
153492.26411335758,32.78,61,OH,In-Store,0,Healthcare,Furniture
183843.82368807073,38.83,71,GA,In-Store,0,Logistics,Toys
143340.97124447,22.76,29,OH,Online,0,Engineering,Toys
58138.62079406576,27.38,47,OH,Online,0,Engineering,Gas
96930.08148131474,43.78,42,TX,Online,0,Hospitality,Gas
91907.44125206686,84.75,30,NY,In-Store,0,Healthcare,Electronics
156407.61856319694,20.18,43,OH,In-Store,0,Healthcare,Clothing
147109.0342732913,25.7,51,GA,Online,0,Engineering,Electronics
44334.04902359566,32.82,42,IL,In-Store,0,Healthcare,Electronics
36744.94823692541,110.51,44,CA,In-Store,0,Finance,Groceries
14199.264139926643,13.76,66,GA,Online,0,Retail,Restaurants
92538.1870996545,65.75,37,CA,In-Store,0,Engineering,Groceries
211445.9281255312,74.83,57,MI,Online,0,Engineering,Clothing
99979.54823686172,43.12,48,OH,In-Store,0,Hospitality,Restaurants
36185.48017054852,10.08,19,TX,Online,0,Healthcare,Restaurants
13109.183097177123,3.9,47,NY,Online,0,Retail,Restaurants
132280.62894566378,5.29,60,CA,Online,0,Healthcare,Pharmacy
176034.4794993612,36.53,74,FL,Online,0,Education,Gas
104426.39452517759,39.34,69,NC,Online,0,Education,Furniture
5808.430111671239,160.74,39,GA,In-Store,0,Finance,Furniture
64855.52854957678,52.16,78,OH,In-Store,0,Education,Electronics
6343.996633873915,58.87,43,NY,Online,0,Retail,Electronics
19513.552219332058,19.94,77,PA,Online,0,Retail,Furniture
3990.8129657797067,50.13,38,TX,Online,0,Healthcare,Furniture
71186.35882189282,9.3,32,PA,In-Store,0,Engineering,Gas
121566.11648008463,52.1,19,NY,In-Store,0,Logistics,Clothing
116209.25499000656,18.93,41,MI,Online,0,Finance,Pharmacy
141978.8559243695,52.28,45,NC,In-Store,0,Logistics,Pharmacy
157807.96748175824,4.64,69,TX,Online,0,Hospitality,Clothing
34122.90064779717,84.12,73,PA,In-Store,0,Logistics,Restaurants
110056.72045617964,13.1,31,FL,Online,0,Tech Support,Groceries
8930.60141793541,121.09,28,MI,Online,0,Retail,Toys
142195.05820111715,139.3,26,TX,Online,0,Retail,Clothing
257.2466819230151,37.89,73,GA,Online,0,Hospitality,Restaurants
120627.24568911052,56.03,36,MI,In-Store,0,Logistics,Groceries
187033.34012226213,75.7,28,GA,In-Store,0,Healthcare,Toys
57628.65686822972,154.65,62,TX,In-Store,0,Hospitality,Gas
3771.082962804586,9.59,18,IL,In-Store,0,Healthcare,Furniture
204923.90596321158,44.3,22,MI,Online,0,Logistics,Groceries
17840.066049970887,45.95,40,FL,In-Store,0,Engineering,Pharmacy
142687.1582776676,17.08,61,OH,Online,0,Engineering,Clothing
145341.4182824623,93.77,19,PA,Online,0,Engineering,Toys
5672.246195964694,75.39,30,TX,Online,0,Logistics,Groceries
38224.99154642726,35.94,48,NY,In-Store,0,Healthcare,Toys
219457.13629173674,12.57,48,PA,Online,0,Education,Restaurants
88359.96652317005,127.7,25,FL,In-Store,0,Logistics,Groceries
115174.99757255644,31.07,49,CA,In-Store,0,Retail,Gas
26379.33083264743,18.91,22,NC,In-Store,0,Engineering,Furniture
123883.7537277642,11.68,29,TX,Online,0,Retail,Clothing
152397.11663504248,55.47,72,IL,In-Store,0,Logistics,Toys
73476.89357228354,69.34,22,NC,In-Store,0,Tech Support,Groceries
255752.17383360286,23.09,33,GA,Online,0,Retail,Groceries
44717.18082048292,72.22,48,CA,In-Store,0,Healthcare,Toys
84012.99642468791,49.29,68,NC,In-Store,1,Healthcare,Electronics
